marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;UNO;mg;Branco;262000;9;Flex;2009;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;11000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550173330?xtmc=fiat+uno&xtnp=44&xtcr=9;
FIAT;UNO;mg;;247000;;;2002;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;vidro elxe9trico, trava elxe9trica, sensor de rxe9;11500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-faire-2002-550162573?xtmc=fiat+uno&xtnp=44&xtcr=10;
FIAT;UNO;mg;Prata;15327;9;Gasolina;2003;Semi-Automxe1tico;;;;;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico, som;11000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550150093?xtmc=fiat+uno&xtnp=44&xtcr=11;
FIAT;UNO;mg;Cinza;87000;8;Flex;2013;Manual;Sim;Hatch;UNO WAY CELEB. 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, air bag, alarme, som;23000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-548696484?xtmc=fiat+uno&xtnp=44&xtcr=12;
FIAT;UNO;mg;Branco;126000;8;Flex;2010;Manual;Sim;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;;13500;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-550136962?xtmc=fiat+uno&xtnp=44&xtcr=13;
FIAT;UNO;mg;Prata;81500;0;Flex;2012;Manual;Nxe3o;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Mecxe2nica;2 portas;som;15000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-vivace-550135977?xtmc=fiat+uno&xtnp=44&xtcr=14;
FIAT;UNO;mg;Prata;71000;4;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som, sensor de rxe9;23000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-4-2012-550135846?xtmc=fiat+uno&xtnp=44&xtcr=15;
FIAT;UNO;mg;Cinza;197000;7;Flex;2002;Manual;Nxe3o;Hatch;UNO MILLE/ MILLE EX/ SMART 4P;Mecxe2nica;4 portas;trava elxe9trica, vidro elxe9trico;10200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550117370?xtmc=fiat+uno&xtnp=44&xtcr=18;
FIAT;UNO;mg;Vermelho;169000;1;Gasolina;2003;Manual;Nxe3o;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, som;11500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545189082?xtmc=fiat+uno&xtnp=44&xtcr=19;
FIAT;UNO;mg;Verde;170750;7;Gasolina;2001;Manual;Nxe3o;Hatch;;Mecxe2nica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica;9500;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550112329?xtmc=fiat+uno&xtnp=44&xtcr=20;
FIAT;UNO;mg;Cinza;67000;1;Flex;2013;Manual;;Passeio;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;;2 portas;;17900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-473631750?xtmc=fiat+uno&xtnp=44&xtcr=21;
FIAT;UNO;mg;Verde;0;;;1990;Manual;;Passeio;;;2 portas;;5000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-90-manual-550104892?xtmc=fiat+uno&xtnp=44&xtcr=22;
FIAT;UNO;mg;Vermelho;95000;1;Gasolina;2005;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;11900;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-1-0-fire-modelo-2005-4-portas-550092157?xtmc=fiat+uno&xtnp=44&xtcr=23;
FIAT;UNO;mg;Azul;144912;0;Gasolina;1994;Manual;;Hatch;UNO MILLE  ELX  2P E 4P;;4 portas;vidro elxe9trico, trava elxe9trica;6500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550080649?xtmc=fiat+uno&xtnp=44&xtcr=24;
;;mg;;999999;;;1988;;Nxe3o;;;;;;3800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-moto-1-3-ano-88-a-gasolina-550071747?xtmc=fiat+uno&xtnp=44&xtcr=25;
FIAT;UNO;mg;Preto;90000;;Gasolina;1995;Manual;Nxe3o;Passeio;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;;5500;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550069695?xtmc=fiat+uno&xtnp=44&xtcr=26;
FIAT;UNO;mg;Branco;0;8;Gasolina;2005;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;8900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-uno-fire-2005-2005-546748427?xtmc=fiat+uno&xtnp=44&xtcr=27;
FIAT;UNO;mg;Azul;154232;3;Flex;2011;Manual;Nxe3o;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;14500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550064537?xtmc=fiat+uno&xtnp=44&xtcr=28;
FIAT;UNO;mg;Prata;53000;;Flex;2013;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico;20800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550054270?xtmc=fiat+uno&xtnp=44&xtcr=29;
;;mg;Branco;90000;7;Flex;2013;;;Hatch;;Mecxe2nica;4 portas;trava elxe9trica, alarme;18500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-economic-539191639?xtmc=fiat+uno&xtnp=44&xtcr=30;
FIAT;UNO;mg;Branco;123000;1;Flex;2014;Manual;Sim;;UNO ECONOMY CELEB. 1.4 EVO F. FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, trava elxe9trica, vidro elxe9trico, som;23000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550042744?xtmc=fiat+uno&xtnp=44&xtcr=31;
FIAT;UNO;mg;Verde;331650;;Gasolina;2001;Manual;Nxe3o;Passeio;UNO CITY / SMART CITY 1.0 4P;Elxe9trica;4 portas;som;7500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-smart-2001-550038844?xtmc=fiat+uno&xtnp=44&xtcr=32;
FIAT;PALIO;mg;Preto;133;8;Gasolina;2003;Manual;Nxe3o;Passeio;PALIO WEEKEND ADVENTURE 1.6 8V/16V;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;14000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-weekende-adventure-550030531?xtmc=fiat+uno&xtnp=44&xtcr=33;
FIAT;UNO;mg;Prata;103;9;Flex;2009;Manual;;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico, som;17000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550027117?xtmc=fiat+uno&xtnp=44&xtcr=34;
FIAT;UNO;mg;Branco;80000;2;Flex;2011;Manual;Sim;;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Hidrxe1ulica;2 portas;;;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550022677?xtmc=fiat+uno&xtnp=44&xtcr=35;
FIAT;UNO;mg;;250000;;Gasolina;1994;;;;;;;trava elxe9trica, vidro elxe9trico;3500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550001379?xtmc=fiat+uno&xtnp=44&xtcr=36;
FIAT;UNO;mg;Amarelo;63178;2;Flex;2010;Manual;Nxe3o;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;20500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549991140?xtmc=fiat+uno&xtnp=44&xtcr=37;
FIAT;UNO;mg;Prata;147000;;Flex;2005;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Hidrxe1ulica;2 portas;;9000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-549990685?xtmc=fiat+uno&xtnp=44&xtcr=38;
FIAT;UNO;mg;Vermelho;0;;Gasolina;1995;Manual;Nxe3o;Hatch;UNO MILLE  ELX  2P E 4P;Mecxe2nica;4 portas;vidro elxe9trico;6500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549960258?xtmc=fiat+uno&xtnp=44&xtcr=39;
FIAT;UNO;mg;Prata;105000;5;Flex;2012;Manual;;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;trava elxe9trica, vidro elxe9trico;16000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549912151?xtmc=fiat+uno&xtnp=44&xtcr=41;
FIAT;UNO;mg;Vermelho;141000;9;Gasolina;1990;Manual;;Hatch;UNO MILLE/ MILLE EX/ SMART 2P;Mecxe2nica;2 portas;vidro elxe9trico;4800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-fiat-uno-549899919?xtmc=fiat+uno&xtnp=44&xtcr=42;
FIAT;UNO;mg;Vermelho;130000;8;xc1lcool;1989;Manual;Nxe3o;Passeio;UNO 1.6R MPI / 1.6R / 1.5R;Mecxe2nica;2 portas;vidro elxe9trico;;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-6r-ano-1989-90-549883949?xtmc=fiat+uno&xtnp=44&xtcr=43;
FIAT;UNO;mg;Branco;111;;Flex;2013;;Sim;;;;4 portas;;28000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2013-completo-549882900?xtmc=fiat+uno&xtnp=44&xtcr=44;
FIAT;UNO;mg;Prata;33500;5;Flex;2014;Manual;Nxe3o;;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som, sensor de rxe9;26500;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-evo-vivace-celebration-1-0-14-14-8v-manual-completo-flex-549872533?xtmc=fiat+uno&xtnp=44&xtcr=47;
FIAT;STRADA;mg;Branco;131300;9;Flex;2011;Manual;Sim;Pick-up;STRADA 1.4 MPI FIRE FLEX 8V CE;Mecxe2nica;2 portas;;18450;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-4-cs-549859915?xtmc=fiat+uno&xtnp=44&xtcr=48;
FIAT;UNO;mg;Preto;0;0;Gasolina;1985;Manual;Nxe3o;Passeio;UNO S 1.5 I.E. / 1.5 / 1.3/ SX 1.3;Mecxe2nica;2 portas;som;5500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549839917?xtmc=fiat+uno&xtnp=44&xtcr=50;
FIAT;UNO;mg;Azul;130000;;Gasolina;2002;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;;vidro elxe9trico, trava elxe9trica, alarme;11500;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2002-fire-549829338?xtmc=fiat+uno&xtnp=45&xtcr=1;
FIAT;UNO;mg;Prata;118000;2;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico;16000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-way-2009-2010-549826286?xtmc=fiat+uno&xtnp=45&xtcr=2;
FIAT;UNO;mg;;82000;;Flex;2012;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/valor-15-700-549824969?xtmc=fiat+uno&xtnp=45&xtcr=3;
FIAT;STRADA;mg;Prata;1;2;Flex;2013;Manual;Sim;Van/Utilitxe1rio;STRADA WORKING 1.4 MPI FIRE FLEX 8V CS;Hidrxe1ulica;2 portas;ar condicionado, som;26000;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-4-mpi-working-8v-flex-2p-manual-2013-549823573?xtmc=fiat+uno&xtnp=45&xtcr=4;
VW - VOLKSWAGEN;POLO;mg;Prata;80000;3;Gasolina;1997;Manual;Nxe3o;;POLO SEDAN 1.6 MI 101CV 8V 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;6000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-volkswagen-polo-549813432?xtmc=fiat+uno&xtnp=45&xtcr=6;
VW - VOLKSWAGEN;KOMBI;mg;Branco;0;4;Gasolina;1998;Manual;Nxe3o;Passeio;KOMBI LOTAxc7xc3O 1.6 MPI;Mecxe2nica;4 portas;;9000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vende-se-ou-troca-se-vw-volkswagen-kombi-98-549805096?xtmc=fiat+uno&xtnp=45&xtcr=7;
FIAT;UNO;mg;Vermelho;96000;;Flex;2012;Manual;Nxe3o;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico;25500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-549791809?xtmc=fiat+uno&xtnp=45&xtcr=8;
FIAT;UNO;mg;Azul;86000;7;Flex;2012;Manual;Nxe3o;Passeio;UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P;Mecxe2nica;4 portas;;12500;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549787550?xtmc=fiat+uno&xtnp=45&xtcr=9;
FIAT;UNO;mg;Azul;356900;;Flex;2006;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;som;;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549785994?xtmc=fiat+uno&xtnp=45&xtcr=10;
FIAT;UNO;mg;;0;;;2000;Manual;;;;;;;10000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549770153?xtmc=fiat+uno&xtnp=45&xtcr=12;
FIAT;UNO;mg;Prata;36557;0;Flex;2018;Manual;Sim;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, som;36900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549769711?xtmc=fiat+uno&xtnp=45&xtcr=13;
;;mg;Vermelho;136000;;;2000;;;;;;;;7200;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-c-a-c-2000-549762323?xtmc=fiat+uno&xtnp=45&xtcr=14;
FIAT;UNO;mg;Verde;1;3;Gasolina;2002;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme;10900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-1-0-4p-549737518?xtmc=fiat+uno&xtnp=45&xtcr=15;
FIAT;PALIO;mg;Preto;99000;0;Flex;2008;Manual;;Passeio;PALIO WEEKEND ADVENTURE 1.8 8V 103CV 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som, cxe2mera de rxe9;20000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-sw-adventiure-549712952?xtmc=fiat+uno&xtnp=45&xtcr=17;
FIAT;UNO;mg;Prata;0;0;Flex;2012;Manual;Sim;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, ar condicionado, alarme, trava elxe9trica, som, air bag;21500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-11-12-completo-549712891?xtmc=fiat+uno&xtnp=45&xtcr=18;
FIAT;UNO;mg;Cinza;92000;7;Flex;2011;Automxe1tico;Nxe3o;Hatch;UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P;Mecxe2nica;4 portas;vidro elxe9trico;15800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549709608?xtmc=fiat+uno&xtnp=45&xtcr=19;
FIAT;UNO;mg;Preto;0;0;Gasolina;2005;Manual;;;;Mecxe2nica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico, som;11500;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549709045?xtmc=fiat+uno&xtnp=45&xtcr=20;
FIAT;UNO;mg;Prata;0;0;Flex;2014;Manual;Sim;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;som, vidro elxe9trico, sensor de rxe9, trava elxe9trica, cxe2mera de rxe9, air bag, ar condicionado, alarme;23500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0way-13-14-549709691?xtmc=fiat+uno&xtnp=45&xtcr=21;
FIAT;UNO;mg;Verde;246000;7;Flex;2009;Manual;Sim;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Mecxe2nica;2 portas;;13000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-way-economy-547029075?xtmc=fiat+uno&xtnp=45&xtcr=22;
FORD;FOCUS;mg;Preto;120000;2;Gasolina;2006;Manual;Nxe3o;Sedxe3;FOCUS SEDAN 1.6/1.6 FLEX 8V/16V 4P MEC.;Hidrxe1ulica;4 portas;vidro elxe9trico, ar condicionado, alarme, trava elxe9trica, som;15000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-sedan-1-6-8v-549700893?xtmc=fiat+uno&xtnp=45&xtcr=23;
;;mg;Prata;0;;Flex;2011;Manual;;Hatch;;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;22000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-evo-1-4-completo-549692906?xtmc=fiat+uno&xtnp=45&xtcr=24;
FIAT;UNO;mg;Preto;185000;3;Gasolina;2006;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Elxe9trica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;10000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549642310?xtmc=fiat+uno&xtnp=45&xtcr=25;
FIAT;UNO;mg;Prata;0;;Flex;2007;Manual;Sim;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;14000;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549624925?xtmc=fiat+uno&xtnp=45&xtcr=26;
FIAT;UNO;mg;Vermelho;58000;;Flex;2013;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme;23000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-celebration-1-0-vermelho-2013-549621562?xtmc=fiat+uno&xtnp=45&xtcr=27;
FIAT;UNO;mg;Azul;220000;7;Gasolina;1996;Manual;Nxe3o;Hatch;UNO MILLE EP 2P E 4P;Mecxe2nica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;9500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-completo-menos-dh-zero-demais-549619614?xtmc=fiat+uno&xtnp=45&xtcr=28;
FIAT;UNO;mg;Vermelho;1;;Flex;2006;Manual;;;UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P;;4 portas;alarme, trava elxe9trica;12500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549619220?xtmc=fiat+uno&xtnp=45&xtcr=29;
FIAT;UNO;mg;Prata;129000;2;Flex;2006;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;13600;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549610406?xtmc=fiat+uno&xtnp=45&xtcr=30;
FIAT;UNO;mg;Cinza;88600;4;Flex;2013;Manual;Nxe3o;Passeio;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;24000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545004738?xtmc=fiat+uno&xtnp=45&xtcr=31;
;;mg;Branco;187;0;Flex;2006;Manual;Nxe3o;;;Hidrxe1ulica;4 portas;;11000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549602323?xtmc=fiat+uno&xtnp=45&xtcr=33;
FIAT;UNO;mg;Cinza;122000;8;Gasolina;2004;Manual;Nxe3o;Hatch;;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;11700;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549596794?xtmc=fiat+uno&xtnp=45&xtcr=34;
FIAT;UNO;mg;Prata;200000;;Flex;2010;Manual;Nxe3o;Passeio;;Hidrxe1ulica;4 portas;air bag, ar condicionado, alarme, vidro elxe9trico, trava elxe9trica, som;22000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-4-549574960?xtmc=fiat+uno&xtnp=45&xtcr=36;
FIAT;UNO;mg;Azul;177000;4;Gasolina;1993;Manual;Nxe3o;Passeio;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;2 portas;trava elxe9trica, vidro elxe9trico, som;6500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549572941?xtmc=fiat+uno&xtnp=45&xtcr=37;
FIAT;UNO;mg;Azul;16274;7;Gasolina;1994;Manual;Nxe3o;Hatch;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;vidro elxe9trico, alarme, trava elxe9trica, som;4500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-1-0-elx-549569013?xtmc=fiat+uno&xtnp=45&xtcr=40;
FIAT;UNO;mg;Verde;177000;9;Flex;2008;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;trava elxe9trica, vidro elxe9trico, som;13200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-549564224?xtmc=fiat+uno&xtnp=45&xtcr=41;
FIAT;UNO;mg;;137000;;;2005;;Nxe3o;;;;4 portas;;12000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2005-basico-549501702?xtmc=fiat+uno&xtnp=45&xtcr=43;
FIAT;UNO;mg;Cinza;71000;7;Flex;2015;Manual;Nxe3o;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico, som;23500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-4p-549494627?xtmc=fiat+uno&xtnp=45&xtcr=44;
