marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;UNO;sp;Laranja;80000;4;Flex;2012;Manual;Sim;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;vidro elxe9trico, ar condicionado, alarme, trava elxe9trica, som;25000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-sporting-1-4-551327199?xtmc=fiat+uno&xtnp=71&xtcr=38;
FIAT;UNO;sp;Vermelho;139000;9;Flex;2006;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;11990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-fire-flex-551325238?xtmc=fiat+uno&xtnp=71&xtcr=39;
FIAT;UNO;sp;Prata;66211;0;Flex;2016;Manual;Sim;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico;28900;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-impecavel-551324784?xtmc=fiat+uno&xtnp=71&xtcr=40;
GM - CHEVROLET;KADETT;sp;Prata;555147;8;xc1lcool;1994;Manual;Nxe3o;Hatch;KADETT GL/SL/LITE/TURIM 1.8;Mecxe2nica;2 portas;som;7000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/kadett-lite-94-alcool-1-8-551316568?xtmc=fiat+uno&xtnp=71&xtcr=41;
FIAT;UNO;sp;Prata;78000;3;Flex;2012;Manual;Nxe3o;Passeio;UNO VIVACE/RUA 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;18500;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-2012-551313012?xtmc=fiat+uno&xtnp=71&xtcr=42;
FIAT;UNO;sp;Branco;115000;;Flex;2013;Manual;Nxe3o;Hatch;UNO SPORT.INTERLAGOS 1.4 EVO F.FLEX 8V;Hidrxe1ulica;;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;20000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-551303199?xtmc=fiat+uno&xtnp=71&xtcr=43;
FIAT;UNO;sp;Verde;11;7;Gasolina;2000;Manual;Sim;Passeio;UNO MILLE 1.0 ELECTRONIC 4P;Elxe9trica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;10000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551301118?xtmc=fiat+uno&xtnp=71&xtcr=44;
FIAT;UNO;sp;Prata;22000;7;Flex;2018;Manual;Sim;Passeio;UNO DRIVE 1.0 FLEX 6V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;38000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-1-0-2018-551299403?xtmc=fiat+uno&xtnp=71&xtcr=45;
FIAT;UNO;sp;Prata;79744;9;Gasolina;1994;Manual;Nxe3o;Passeio;;Mecxe2nica;2 portas;som;5900;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-94-551296760?xtmc=fiat+uno&xtnp=71&xtcr=46;
FIAT;UNO;sp;;35000;9;Flex;2016;Manual;;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 2P;;4 portas;air bag, air bag, ar condicionado, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;28900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2015-2016-1-0-evo-vivace-8v-flex-4p-manual-551291623?xtmc=fiat+uno&xtnp=72&xtcr=1;
FIAT;UNO;sp;Prata;106000;4;Flex;2009;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;14000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551278585?xtmc=fiat+uno&xtnp=72&xtcr=3;
FIAT;UNO;sp;Prata;30000;6;Flex;2016;Manual;Sim;Hatch;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;34990;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-8v-4pts-completo-bx-km-551278920?xtmc=fiat+uno&xtnp=72&xtcr=4;
FIAT;UNO;sp;Branco;57000;1;Flex;2014;Manual;Sim;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Mecxe2nica;2 portas;air bag;18900;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-unico-dono-baixo-km-551274934?xtmc=fiat+uno&xtnp=72&xtcr=6;
FIAT;UNO;sp;Cinza;74000;0;Flex;2014;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, ar condicionado, alarme, trava elxe9trica, sensor de rxe9, som, air bag;25900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-1-0-completo-vivace-551247889?xtmc=fiat+uno&xtnp=72&xtcr=7;
FIAT;UNO;sp;Prata;162585;9;Flex;2013;Manual;Sim;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Mecxe2nica;2 portas;ar condicionado;17900;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-way-economy-2013-2013-prata-flex-2p-551247189?xtmc=fiat+uno&xtnp=72&xtcr=8;
FIAT;UNO;sp;Preto;150000;;Gasolina;1996;Manual;Nxe3o;;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica;8500;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/uno-96-4-portas-com-ar-551239896?xtmc=fiat+uno&xtnp=72&xtcr=9;
FIAT;UNO;sp;Verde;100000;3;xc1lcool;1993;Manual;Nxe3o;Passeio;UNO S 1.5 I.E. / 1.5 / 1.3/ SX 1.3;Mecxe2nica;2 portas;alarme;6000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-s-ie-impecavel-551237681?xtmc=fiat+uno&xtnp=72&xtcr=10;
FIAT;UNO;sp;Cinza;165594;0;Flex;2008;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;trava elxe9trica;11500;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-flex-2008-551230504?xtmc=fiat+uno&xtnp=72&xtcr=11;
;;sp;;152000;;;1996;Manual;;Passeio;;;;;6200;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-sx-96-97-551229859?xtmc=fiat+uno&xtnp=72&xtcr=12;
FIAT;UNO;sp;Prata;30000;0;Flex;2017;Manual;Sim;Hatch;UNO DRIVE 1.0 FLEX 6V 5P;Elxe9trica;4 portas;vidro elxe9trico, ar condicionado, trava elxe9trica, air bag;34900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-completo-2018-prata-551222129?xtmc=fiat+uno&xtnp=72&xtcr=14;
FIAT;UNO;sp;Branco;40000;0;Flex;2016;Manual;;Hatch;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, ar condicionado, alarme, trava elxe9trica, air bag;31900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-completo-2016-branco-551219741?xtmc=fiat+uno&xtnp=72&xtcr=15;
FIAT;UNO;sp;Prata;108000;4;Flex;2012;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;17490;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551212954?xtmc=fiat+uno&xtnp=72&xtcr=17;
FIAT;UNO;sp;Prata;105000;0;Flex;2012;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F. FLEX 8V 3P;Hidrxe1ulica;2 portas;ar condicionado, trava elxe9trica, vidro elxe9trico, som;19500;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551209454?xtmc=fiat+uno&xtnp=72&xtcr=18;
FIAT;UNO;sp;Branco;90;9;Flex;2013;Manual;Sim;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 2P;Mecxe2nica;2 portas;;18000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-hay-1-0-unico-dono-baixo-km-551200391?xtmc=fiat+uno&xtnp=72&xtcr=20;
FIAT;UNO;sp;Preto;80000;0;Flex;2013;Manual;Sim;Passeio;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Mecxe2nica;2 portas;;18000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551182476?xtmc=fiat+uno&xtnp=72&xtcr=24;
FIAT;UNO;sp;Prata;131900;1;Flex;2006;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;ar condicionado, trava elxe9trica, som;10500;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551179472?xtmc=fiat+uno&xtnp=72&xtcr=25;
FIAT;UNO;sp;Prata;84000;7;Flex;2011;Manual;Nxe3o;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;19900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-551175472?xtmc=fiat+uno&xtnp=72&xtcr=26;
FIAT;UNO;sp;Vermelho;11111111;;Gasolina;1995;Manual;;;;;;;4800;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-95-551175264?xtmc=fiat+uno&xtnp=72&xtcr=27;
FIAT;UNO;sp;Branco;0;8;Gasolina;2001;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 2P;Mecxe2nica;2 portas;trava elxe9trica;9900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-smart-2001-551172500?xtmc=fiat+uno&xtnp=72&xtcr=29;
FIAT;UNO;sp;;74000;;Flex;2013;Manual;;;UNO ATTRACTI. CELEB.1.4 EVO F.FLEX 8V 2P;;4 portas;alarme, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico, ar condicionado;29900;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2013-1-4-evo-sporting-8v-flex-4p-manual-551168655?xtmc=fiat+uno&xtnp=72&xtcr=31;
FIAT;UNO;sp;Branco;130;;Flex;2011;Manual;Nxe3o;Passeio;;Mecxe2nica;2 portas;;11000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-2011-551165009?xtmc=fiat+uno&xtnp=72&xtcr=32;
FIAT;UNO;sp;Azul;1000;9;Gasolina;1996;Manual;Nxe3o;Passeio;UNO MILLE EP 2P E 4P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico;6500;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551158456?xtmc=fiat+uno&xtnp=72&xtcr=33;
FIAT;UNO;sp;Verde;156000;7;Gasolina;1993;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 2P;Mecxe2nica;2 portas;;6000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551147240?xtmc=fiat+uno&xtnp=72&xtcr=34;
FIAT;UNO;sp;;92000;4;Flex;2011;Manual;;Passeio;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;;4 portas;alarme, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;24500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2010-2011-1-4-way-8v-flex-4p-manual-551141358?xtmc=fiat+uno&xtnp=72&xtcr=36;
FIAT;UNO;sp;Prata;88352;3;Flex;2016;Manual;Sim;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag;27990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-completo-4p-551140279?xtmc=fiat+uno&xtnp=72&xtcr=37;
FIAT;UNO;sp;Preto;94000;5;Flex;2013;Manual;Sim;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;15000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-529027316?xtmc=fiat+uno&xtnp=72&xtcr=39;
FIAT;UNO;sp;Preto;80000;8;Flex;2012;Manual;Sim;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;24990;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551125989?xtmc=fiat+uno&xtnp=72&xtcr=40;
FIAT;;sp;Branco;75000;3;Flex;2013;Manual;;Pick-up;;Hidrxe1ulica;2 portas;ar condicionado, alarme, air bag, trava elxe9trica, vidro elxe9trico;17000;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-leiam-o-anuncio-completo-551117063?xtmc=fiat+uno&xtnp=72&xtcr=41;
FIAT;UNO;sp;Azul;72503;6;Flex;2009;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P;Mecxe2nica;2 portas;trava elxe9trica, alarme, som;12000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551114659?xtmc=fiat+uno&xtnp=72&xtcr=42;
FIAT;UNO;sp;Azul;120000;;Gasolina;1996;Manual;;Hatch;UNO MILLE 1.0 ELECTRONIC 4P;;4 portas;alarme, trava elxe9trica, vidro elxe9trico;9000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551113575?xtmc=fiat+uno&xtnp=72&xtcr=43;
FIAT;UNO;sp;;84000;;Flex;2012;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;;;14500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551112837?xtmc=fiat+uno&xtnp=72&xtcr=44;
FIAT;UNO;sp;Preto;84373;5;Flex;2011;Manual;Nxe3o;Hatch;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;25500;https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-481883442?xtmc=fiat+uno&xtnp=72&xtcr=45;
FIAT;UNO;sp;Preto;24400;;Flex;2016;Manual;Sim;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;39900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-baixa-quilometragem-551102019?xtmc=fiat+uno&xtnp=72&xtcr=47;
FIAT;UNO;sp;Branco;999999999;4;Gasolina;1991;Manual;Nxe3o;Passeio;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;;3800;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551097799?xtmc=fiat+uno&xtnp=72&xtcr=48;
FIAT;UNO;sp;Prata;84000;8;Flex;2013;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Elxe9trica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, som;23000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551087349?xtmc=fiat+uno&xtnp=72&xtcr=49;
FIAT;UNO;sp;Cinza;10000;0;xc1lcool;1988;Manual;Nxe3o;Passeio;UNO 1.6R MPI / 1.6R / 1.5R;Mecxe2nica;2 portas;;;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/carro-por-moto-agrale-551075759?xtmc=fiat+uno&xtnp=72&xtcr=50;
FIAT;UNO;sp;Branco;90000;6;Flex;2013;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;14000;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-flex-economy-551063009?xtmc=fiat+uno&xtnp=73&xtcr=1;
FIAT;UNO;sp;Verde;50000;8;Flex;2016;Automxe1tico;Sim;Hatch;UNO WAY 1.4 EVO DUALOGIC FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, vidro elxe9trico, som;35000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-otimo-estado-551050137?xtmc=fiat+uno&xtnp=73&xtcr=2;
FIAT;UNO;sp;Prata;73000;1;Flex;2008;Manual;Nxe3o;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;vidro elxe9trico, alarme;12500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-way-12-x-r-1-225-00-551044148?xtmc=fiat+uno&xtnp=73&xtcr=3;
FIAT;UNO;sp;Vermelho;25000;4;Gasolina;1995;;;;;;2 portas;;5500;https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551026787?xtmc=fiat+uno&xtnp=73&xtcr=4;
FIAT;UNO;sp;Branco;87000;9;Flex;2015;Manual;Sim;Hatch;UNO SPORTING 1.4 B.EDIT. FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, air bag, som;35000;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-551021636?xtmc=fiat+uno&xtnp=73&xtcr=6;
FIAT;UNO;sp;;120000;;;2008;;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;;;7800;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-flex-551014584?xtmc=fiat+uno&xtnp=73&xtcr=7;
FIAT;UNO;sp;Azul;163000;7;Gasolina;1994;Manual;Nxe3o;Sedxe3;UNO MILLE  ELX  2P E 4P;Mecxe2nica;2 portas;;5800;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-94-gasolina-2p-abaixo-tabela-particular-551012426?xtmc=fiat+uno&xtnp=73&xtcr=8;
FIAT;UNO;sp;Branco;34352;0;Flex;2016;Manual;Nxe3o;Hatch;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico, som;29990;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-attractive-completo-1-0-apenas-34352-km-551012080?xtmc=fiat+uno&xtnp=73&xtcr=9;
FIAT;UNO;sp;;151000;;Flex;2006;Manual;Nxe3o;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;;10000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551011304?xtmc=fiat+uno&xtnp=73&xtcr=10;
FIAT;UNO;sp;Branco;160848000;4;Flex;2005;Manual;Sim;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;;9200;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-551004145?xtmc=fiat+uno&xtnp=73&xtcr=11;
FIAT;UNO;sp;Prata;201000;3;Flex;2009;Manual;Nxe3o;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;alarme, trava elxe9trica, sensor de rxe9;12500;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-551001241?xtmc=fiat+uno&xtnp=73&xtcr=12;
FIAT;UNO;sp;Prata;45000;2;Flex;2015;Manual;Nxe3o;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;26500;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-prata-2015-2015-em-otimo-estado-550988896?xtmc=fiat+uno&xtnp=73&xtcr=14;
FIAT;UNO;sp;Preto;116593;;Flex;2010;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;som, alarme;15000;https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-2010-550983466?xtmc=fiat+uno&xtnp=73&xtcr=15;
FIAT;UNO;sp;Cinza;159000;0;Gasolina;1995;Manual;Nxe3o;Antigo;UNO MILLE  ELX  2P E 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico;8000;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550960847?xtmc=fiat+uno&xtnp=73&xtcr=18;
VW - VOLKSWAGEN;GOL;sp;Preto;100;0;Flex;2009;Manual;Nxe3o;;GOL 1.0 TREND/ POWER 8V 4P;Hidrxe1ulica;4 portas;trava elxe9trica, vidro elxe9trico;17000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-g5-trend-2009-550953940?xtmc=fiat+uno&xtnp=73&xtcr=20;
FIAT;UNO;sp;Cinza;160053;3;Gasolina;1995;Manual;Nxe3o;Passeio;UNO MILLE 1.0 ELECTRONIC 4P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico;6000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-uno-eletronic-550940517?xtmc=fiat+uno&xtnp=73&xtcr=21;
FIAT;UNO;sp;Vermelho;80000;7;Flex;2011;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico;21000;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550940056?xtmc=fiat+uno&xtnp=73&xtcr=22;
FIAT;UNO;sp;Vermelho;190000;;Gasolina;1995;Manual;;Hatch;UNO CS/TOP/SPORT 1.5 I.E. / 1.5 /1.3;Mecxe2nica;2 portas;;5500;https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550931346?xtmc=fiat+uno&xtnp=73&xtcr=23;
FIAT;UNO;sp;Cinza;140000;6;Flex;2013;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, sensor de rxe9, ar condicionado, trava elxe9trica, cxe2mera de rxe9, som, alarme;23000;https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-cinza-sem-detalhes-550923148?xtmc=fiat+uno&xtnp=73&xtcr=24;
FIAT;UNO;sp;Prata;30000;;Flex;2017;Manual;Nxe3o;Passeio;UNO WAY 1.3 FLEX 8V 5P;Elxe9trica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;35900;https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550916414?xtmc=fiat+uno&xtnp=73&xtcr=26;
FIAT;UNO;sp;;120000;;Flex;2011;;;;;;;;18296;https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550914187?xtmc=fiat+uno&xtnp=73&xtcr=27;
FIAT;UNO;sp;Prata;206000;;Flex;2011;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;12500;https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550912708?xtmc=fiat+uno&xtnp=73&xtcr=28;
FIAT;UNO;sp;Preto;110000;2;Flex;2013;Manual;;Hatch;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;28000;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-550894385?xtmc=fiat+uno&xtnp=73&xtcr=29;
FIAT;UNO;sp;Prata;1000;0;Flex;2016;Manual;;Passeio;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico;36900;https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-4-way-2016-550884071?xtmc=fiat+uno&xtnp=73&xtcr=30;
